Date,Medio,Program,Schedule,Original Title,Duration,Ordered Qty,Insertion,Confidence,Status
2025-12-19,TVN,Jelou,8:00am-11:30am,JELOU,10,1,1,100,matched
2025-12-19,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS A M,35,1,1,100,matched
2025-12-19,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,35,1,1,100,matched
2025-12-20,TVN,Hecho en Panama,7:00pm-8:00pm,TVN NOTICIAS FIN DE SEMANA,35,1,1,100,matched
2025-12-20,TVN,Not. Fin de Semana,6:00pm-7:00pm,TVN NOTICIAS FIN DE SEMANA,35,1,1,100,matched
2025-12-21,MEDCOM,Noti. Fin de Semana,6:00pm-7:00pm,TELEMETRO REP.FIN DE SEMANA,35,1,1,100,matched
2025-12-21,MEDCOM,Noti. Fin de Semana,6:00pm-7:00pm,TELEMETRO REP.FIN DE SEMANA,10,1,1,100,matched
2025-12-21,MEDCOM,Peliculas,7:00pm- 10:00pm,TELEMETRO REP.FIN DE SEMANA,10,1,1,100,matched
2025-12-21,TVN,Not. Fin de Semana,6:00pm-7:00pm,TVN NOTICIAS FIN DE SEMANA,35,1,1,100,matched
2025-12-22,MEDCOM,Noticiero Matutino,6:00am-08:00am,TELEMETRO REPORTA ESTELAR,35,1,1,100,matched
2025-12-22,MEDCOM,Noticiero Matutino,6:00am-08:00am,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-22,MEDCOM,Novela Vespertina,1:00pm-05:00pm,LA ROSA DE GUADALUPE,35,1,1,100,matched
2025-12-22,MEDCOM,Tu Mañana,8:00am-11:30am,TU MANANA,10,1,1,100,matched
2025-12-22,TVN,Jelou,8:00am-11:30am,JELOU,10,1,1,100,matched
2025-12-22,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS A M,35,1,1,100,matched
2025-12-22,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS,10,1,1,100,matched
2025-12-22,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,35,1,1,100,matched
2025-12-23,MEDCOM,Noticiero Matutino,6:00am-08:00am,ALMA SALVAJE,35,1,1,100,matched
2025-12-23,MEDCOM,Noticiero Matutino,6:00am-08:00am,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-23,MEDCOM,Novela Vespertina,1:00pm-05:00pm,LA ROSA DE GUADALUPE,35,1,1,100,matched
2025-12-23,MEDCOM,Novela Vespertina,1:00pm-05:00pm,LA ROSA DE GUADALUPE,10,1,1,100,matched
2025-12-23,MEDCOM,Tu Mañana,8:00am-11:30am,TU MANANA,10,1,1,100,matched
2025-12-23,TVN,Fam. de la Tarde,1:00pm-05:00pm,SUENOS ROBADOS,35,1,1,100,matched
2025-12-23,TVN,Jelou,8:00am-11:30am,JELOU,10,1,1,100,matched
2025-12-23,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS A M,35,1,1,100,matched
2025-12-23,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS,35,1,1,100,matched
2025-12-23,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS,10,1,1,100,matched
2025-12-23,TVN,Rot. Vespertina,1:00pm-05:00pm,AMOR AMARGO,10,1,1,100,matched
2025-12-01,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,35,1,1,100,matched
2025-12-01,MEDCOM,Noticiero Matutino,6:00am-08:00am,ALMA SALVAJE,35,1,1,100,matched
2025-12-01,MEDCOM,Novela Estelar,8:00pm-11:00pm,TU MANANA,10,1,1,100,matched
2025-12-01,TVN,Noticiero Estelar,6:00pm-08:00pm,JELOU,35,1,1,100,matched
2025-12-01,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS A M,35,1,1,100,matched
2025-12-01,TVN,Novela Estelar,8:00pm-11:00pm,LA NOVIA DE ESTAMBUL,10,1,1,100,matched
2025-12-02,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-02,MEDCOM,Novela Estelar,8:00pm-11:00pm,TELEMETRO REPORTA ESTELAR,35,1,1,100,matched
2025-12-02,MEDCOM,Tu Mañana,8:00am-11:30am,TU MANANA,10,1,1,100,matched
2025-12-02,TVN,Jelou,8:00am-11:30am,TVN NOTICIAS A M,10,1,1,100,matched
2025-12-02,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-02,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,35,1,1,100,matched
2025-12-03,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,ALMA SALVAJE,35,1,1,100,matched
2025-12-03,MEDCOM,Novela Estelar,8:00pm-11:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-03,MEDCOM,Tu Mañana,8:00am-11:30am,TU MANANA,35,1,1,100,matched
2025-12-03,TVN,Jelou,8:00am-11:30am,JELOU,35,1,1,100,matched
2025-12-03,TVN,Noticiero Estelar,6:00pm-08:00pm,CORAZON DE MADRE,35,1,1,100,matched
2025-12-03,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-04,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-04,MEDCOM,Noticiero Matutino,6:00am-08:00am,ALMA SALVAJE,10,1,1,100,matched
2025-12-04,MEDCOM,Novela Estelar,8:00pm-11:00pm,ALMA SALVAJE,35,1,1,100,matched
2025-12-04,TVN,Noticiero Estelar,6:00pm-08:00pm,LA NOVIA DE ESTAMBUL,10,1,1,100,matched
2025-12-04,TVN,Noticiero Matutino,6:00am-08:00am,NUEVO RICO NUEVO POBRE,10,1,1,100,matched
2025-12-04,TVN,Novela Estelar,8:00pm-11:00pm,NUEVO RICO NUEVO POBRE,35,1,1,100,matched
2025-12-05,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,ALMA SALVAJE,35,1,1,100,matched
2025-12-05,MEDCOM,Novela Estelar,8:00pm-11:00pm,ALMA SALVAJE,10,1,1,100,matched
2025-12-05,MEDCOM,Novela Vespertina,1:00pm-05:00pm,LA ROSA DE GUADALUPE,35,1,1,100,matched
2025-12-05,TVN,Fam. de la Tarde,1:00pm-5:00pm,SUENOS ROBADOS,35,1,1,100,matched
2025-12-05,TVN,Noticiero Estelar,6:00pm-08:00pm,NUEVO RICO NUEVO POBRE,35,1,1,100,matched
2025-12-05,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-06,MEDCOM,Noti. Fin de Semana,6:00pm-7:00pm,TELEMETRO REP.FIN DE SEMANA,35,1,1,100,matched
2025-12-06,TVN,Not. Fin de Semana,6:00pm-7:00pm,TVN NOTICIAS FIN DE SEMANA,35,1,1,100,matched
2025-12-07,MEDCOM,Loteria,3:00pm-3:30pm,LOTERIA,35,1,1,100,matched
2025-12-07,TVN,Loteria,3:00pm-3:30pm,LOTERIA,35,1,1,100,matched
2025-12-08,MEDCOM,Novela Estelar,8:00pm-11:00pm,ALMA SALVAJE,10,1,1,100,matched
2025-12-08,TVN,Novela Estelar,8:00pm-11:00pm,NUEVO RICO NUEVO POBRE,10,1,1,100,matched
2025-12-09,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA MATUTIN,35,1,1,100,matched
2025-12-09,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-09,MEDCOM,Noticiero Matutino,6:00am-08:00am,TELEMETRO REPORTA ESTELAR,35,1,1,100,matched
2025-12-09,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS A M,35,1,1,100,matched
2025-12-09,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-09,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS,35,1,1,100,matched
2025-12-10,MEDCOM,Novela Estelar,8:00pm-11:00pm,TELEMETRO REPORTA ESTELAR,35,1,1,100,matched
2025-12-10,MEDCOM,Novela Vespertina,1:00pm-05:00pm,LA ROSA DE GUADALUPE,35,1,1,100,matched
2025-12-10,TVN,Fam. de la Tarde,1:00pm-5:00pm,SUENOS ROBADOS,35,1,1,100,matched
2025-12-10,TVN,Novela Estelar,8:00pm-11:00pm,NUEVO RICO NUEVO POBRE,35,1,1,100,matched
2025-12-11,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,35,1,1,100,matched
2025-12-11,TVN,Noticiero Estelar,6:00pm-08:00pm,NUEVO RICO NUEVO POBRE,35,1,1,100,matched
2025-12-14,MEDCOM,Loteria,3:00pm-3:30pm,LOTERIA,35,1,1,100,matched
2025-12-14,TVN,Loteria,3:00pm-3:30pm,LOTERIA,35,1,1,100,matched
2025-12-15,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,AMANECER,10,1,1,100,matched
2025-12-15,MEDCOM,Noticiero Matutino,6:00am-08:00am,AMANECER,35,1,1,100,matched
2025-12-15,MEDCOM,Noticiero Matutino,6:00am-08:00am,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-15,MEDCOM,Novela Estelar,8:00pm-11:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-15,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-15,TVN,Noticiero Matutino,6:00am-08:00am,NUEVO RICO NUEVO POBRE,35,1,1,100,matched
2025-12-15,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS,10,1,1,100,matched
2025-12-15,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-16,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,UNA VIDA PERFECTA,35,1,1,100,matched
2025-12-16,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,UNA VIDA PERFECTA,10,1,1,100,matched
2025-12-16,MEDCOM,Novela Estelar,8:00pm-11:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-16,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,35,1,1,100,matched
2025-12-16,TVN,Noticiero Estelar,6:00pm-08:00pm,NUEVO RICO NUEVO POBRE,10,1,1,100,matched
2025-12-16,TVN,Novela Estelar,8:00pm-11:00pm,NUEVO RICO NUEVO POBRE,10,1,1,100,matched
2025-12-17,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-17,MEDCOM,Novela Estelar,8:00pm-11:00pm,UNA VIDA PERFECTA,35,1,1,100,matched
2025-12-17,MEDCOM,Novela Estelar,8:00pm-11:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-17,MEDCOM,Novela Vespertina,1:00pm-05:00pm,MI PECADO,35,1,1,100,matched
2025-12-17,TVN,Fam. de la Tarde,1:00pm-5:00pm,CONTIGO SI POR SIEMPRE,35,1,1,100,matched
2025-12-17,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-17,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,35,1,1,100,matched
2025-12-17,TVN,Novela Estelar,8:00pm-11:00pm,CORAZON DE MADRE,10,1,1,100,matched
2025-12-18,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,UNA VIDA PERFECTA,35,1,1,100,matched
2025-12-18,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,UNA VIDA PERFECTA,10,1,1,100,matched
2025-12-18,MEDCOM,Noticiero Matutino,6:00am-08:00am,TU MANANA,35,1,1,100,matched
2025-12-18,MEDCOM,Noticiero Matutino,6:00am-08:00am,UNA VIDA PERFECTA,10,1,1,100,matched
2025-12-18,MEDCOM,Novela Estelar,8:00pm-11:00pm,TELEMETRO REPORTA ESTELAR,10,1,1,100,matched
2025-12-18,TVN,Noticiero Estelar,6:00pm-08:00pm,LA NOVIA DE ESTAMBUL,35,1,1,100,matched
2025-12-18,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-18,TVN,Noticiero Matutino,6:00am-08:00am,NUEVO RICO NUEVO POBRE,35,1,1,100,matched
2025-12-18,TVN,Noticiero Matutino,6:00am-08:00am,CORAZON DE MADRE,10,1,1,100,matched
2025-12-18,TVN,Novela Estelar,8:00pm-11:00pm,LA NOVIA DE ESTAMBUL,10,1,1,100,matched
2025-12-19,TVN,Noticiero Estelar,6:00pm-08:00pm,CORAZON DE MADRE,10,1,1,100,matched
2025-12-19,TVN,Novela Estelar,8:00pm-11:00pm,CORAZON DE MADRE,35,1,1,100,matched
2025-12-19,TVN,Novela Estelar,8:00pm-11:00pm,CORAZON DE MADRE,10,1,1,100,matched
2025-12-21,MEDCOM,Noti. Fin de Semana,6:00pm-7:00pm,TELEMETRO REP.FIN DE SEMANA,35,1,1,100,matched
2025-12-21,TVN,Not. Fin de Semana,6:00pm-7:00pm,TVN NOTICIAS FIN DE SEMANA,35,1,1,100,matched
2025-12-22,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA MATUTIN,35,1,1,100,matched
2025-12-22,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,UNA VIDA PERFECTA,10,1,1,100,matched
2025-12-22,MEDCOM,Noticiero Matutino,6:00am-08:00am,ALMA SALVAJE,10,1,1,100,matched
2025-12-22,MEDCOM,Novela Estelar,8:00pm-11:00pm,ALMA SALVAJE,10,1,1,100,matched
2025-12-22,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,35,1,1,100,matched
2025-12-22,TVN,Noticiero Estelar,6:00pm-08:00pm,LA NOVIA DE ESTAMBUL,10,1,1,100,matched
2025-12-23,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TU MANANA,35,1,1,100,matched
2025-12-23,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,ALMA SALVAJE,10,1,1,100,matched
2025-12-23,MEDCOM,Novela Estelar,8:00pm-11:00pm,UNA VIDA PERFECTA,10,1,1,100,matched
2025-12-23,MEDCOM,Tu Mañana,8:00am-11:30am,TELEMETRO REPORTA MATUTIN,10,1,1,100,matched
2025-12-23,TVN,Jelou,8:00am-11:30am,TVN NOTICIAS A M,10,1,1,100,matched
2025-12-23,TVN,Noticiero Estelar,6:00pm-08:00pm,JELOU,35,1,1,100,matched
2025-12-23,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS A M,10,1,1,100,matched
2025-12-23,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-24,MEDCOM,Noticiero Matutino,6:00am-08:00am,TELEMETRO REPORTA MATUTIN,35,1,1,100,matched
2025-12-24,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS A M,35,1,1,100,matched
2025-12-26,MEDCOM,Noticiero Matutino,6:00am-08:00am,TELEMETRO REPORTA MATUTIN,10,1,1,100,matched
2025-12-26,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS,10,1,1,100,matched
2025-12-28,MEDCOM,Loteria,3:00pm-3:30pm,LOTERIA,35,1,1,100,matched
2025-12-28,TVN,Loteria,3:00pm-3:30pm,LOTERIA,35,1,1,100,matched
2025-12-29,MEDCOM,Noticiero Matutino,6:00am-08:00am,UNA VIDA PERFECTA,35,1,1,100,matched
2025-12-29,MEDCOM,Novela Estelar,8:00pm-11:00pm,UNA VIDA PERFECTA,35,1,1,100,matched
2025-12-29,MEDCOM,Novela Estelar,8:00pm-11:00pm,ALMA SALVAJE,10,1,1,100,matched
2025-12-29,MEDCOM,Novela Vespertina,1:00pm-05:00pm,LA ROSA DE GUADALUPE,10,1,1,100,matched
2025-12-29,TVN,Fam. de la Tarde,1:00pm-5:00pm,AMOR AMARGO,10,1,1,100,matched
2025-12-29,TVN,Noticiero Matutino,6:00am-08:00am,LA NOVIA DE ESTAMBUL,35,1,1,100,matched
2025-12-29,TVN,Novela Estelar,8:00pm-11:00pm,NUEVO RICO NUEVO POBRE,35,1,1,100,matched
2025-12-29,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-30,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,UNA VIDA PERFECTA,35,1,1,100,matched
2025-12-30,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,ALMA SALVAJE,10,1,1,100,matched
2025-12-30,MEDCOM,Noticiero Matutino,6:00am-08:00am,ALMA SALVAJE,10,1,1,100,matched
2025-12-30,MEDCOM,Novela Estelar,8:00pm-11:00pm,UNA VIDA PERFECTA,10,1,1,100,matched
2025-12-30,TVN,Noticiero Estelar,6:00pm-08:00pm,NUEVO RICO NUEVO POBRE,35,1,1,100,matched
2025-12-30,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,10,1,1,100,matched
2025-12-30,TVN,Noticiero Matutino,6:00am-08:00am,LA NOVIA DE ESTAMBUL,10,1,1,100,matched
2025-12-31,MEDCOM,Noticiero Matutino,6:00am-08:00am,TELEMETRO REPORTA MATUTIN,35,1,1,100,matched
2025-12-31,TVN,Noticiero Matutino,6:00am-08:00am,TVN NOTICIAS A M,35,1,1,100,matched
2025-12-31,TVN,Novela Estelar,8:00pm-11:00pm,LA NOVIA DE ESTAMBUL,10,1,1,100,matched
2025-12-12,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,10,2,2,100,matched
2025-12-12,TVN,Noticiero Estelar,6:00pm-08:00pm,"TVN NOTICIAS, TVN NOTICIAS A M",35,2,2,100,matched
2025-12-12,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,10,3,2,100,under
2025-12-15,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA MATUTIN, AMANECER",35,2,2,100,matched
2025-12-15,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA MATUTIN, TELEMETRO REPORTA ESTELAR",10,2,2,100,matched
2025-12-15,MEDCOM,Novela Estelar,8:00pm-10:30pm,TELEMETRO REPORTA MATUTIN,10,2,2,100,matched
2025-12-15,TVN,Noticiero Estelar,6:00pm-08:00pm,"CORAZON DE MADRE, LA NOVIA DE ESTAMBUL",35,2,2,100,matched
2025-12-15,TVN,Novela Estelar,8:00pm-11:00pm,"JELOU, TVN NOTICIAS A M",35,2,2,100,matched
2025-12-16,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,35,2,2,100,matched
2025-12-16,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA ESTELAR, ALMA SALVAJE",10,2,2,100,matched
2025-12-16,MEDCOM,Novela Estelar,8:00pm-10:30pm,TELEMETRO REPORTA MATUTIN,10,2,2,100,matched
2025-12-16,TVN,Noticiero Estelar,6:00pm-08:00pm,"TVN NOTICIAS, LA NOVIA DE ESTAMBUL",35,2,2,100,matched
2025-12-16,TVN,Novela Estelar,8:00pm-11:00pm,"LA NOVIA DE ESTAMBUL, TVN NOTICIAS",35,2,2,100,matched
2025-12-17,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,ALMA SALVAJE,35,2,2,100,matched
2025-12-17,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA ESTELAR, ALMA SALVAJE",10,2,2,100,matched
2025-12-17,MEDCOM,Novela Estelar,8:00pm-10:30pm,TELEMETRO REPORTA ESTELAR,10,2,2,100,matched
2025-12-17,TVN,Noticiero Estelar,6:00pm-08:00pm,"LA NOVIA DE ESTAMBUL, TVN NOTICIAS",35,2,2,100,matched
2025-12-17,TVN,Novela Estelar,8:00pm-11:00pm,"TVN NOTICIAS, NUEVO RICO NUEVO POBRE",35,2,2,100,matched
2025-12-18,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA MATUTIN, TELEMETRO REPORTA ESTELAR",35,2,2,100,matched
2025-12-18,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA MATUTIN, TELEMETRO REPORTA ESTELAR",10,2,2,100,matched
2025-12-18,MEDCOM,Novela Estelar,8:00pm-10:30pm,"TELEMETRO REPORTA MATUTIN, TELEMETRO REPORTA ESTELAR",10,2,2,100,matched
2025-12-18,TVN,Noticiero Estelar,6:00pm-08:00pm,"TVN NOTICIAS, NUEVO RICO NUEVO POBRE",35,2,2,100,matched
2025-12-19,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,UNA VIDA PERFECTA,35,2,2,100,matched
2025-12-19,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA ESTELAR, PARRANDA NAVIDAD A LO PANAMENO",10,2,2,100,matched
2025-12-19,MEDCOM,Novela Estelar,8:00pm-10:30pm,TELEMETRO REPORTA ESTELAR,35,2,2,100,matched
2025-12-19,MEDCOM,Novela Estelar,8:00pm-10:30pm,TELEMETRO REPORTA ESTELAR,10,2,2,100,matched
2025-12-19,TVN,Noticiero Estelar,6:00pm-08:00pm,"LA NOVIA DE ESTAMBUL, TVN NOTICIAS",35,2,2,100,matched
2025-12-19,TVN,Novela Estelar,8:00pm-11:00pm,"NUEVO RICO NUEVO POBRE, CORAZON DE MADRE",35,2,2,100,matched
2025-12-20,TVN,Hecho en Panama,7:00pm-8:00pm,HECHO EN PANAMA,10,2,2,100,matched
2025-12-20,TVN,Not. Fin de Semana,6:00pm-7:00pm,TVN NOTICIAS FIN DE SEMANA,10,2,2,100,matched
2025-12-21,TVN,Not. Fin de Semana,6:00pm-7:00pm,TVN NOTICIAS FIN DE SEMANA,10,2,2,100,matched
2025-12-22,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA ESTELAR, UNA VIDA PERFECTA",35,2,2,100,matched
2025-12-22,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA MATUTIN, TELEMETRO REPORTA ESTELAR",10,2,2,100,matched
2025-12-22,MEDCOM,Novela Estelar,8:00pm-10:30pm,"ALMA SALVAJE, TELEMETRO REPORTA ESTELAR",10,2,2,100,matched
2025-12-22,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,35,2,2,100,matched
2025-12-22,TVN,Novela Estelar,8:00pm-11:00pm,"TVN NOTICIAS, NUEVO RICO NUEVO POBRE",35,2,2,100,matched
2025-12-22,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,10,2,2,100,matched
2025-12-23,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA ESTELAR, ALMA SALVAJE",35,2,2,100,matched
2025-12-23,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA ESTELAR, ALMA SALVAJE",10,2,2,100,matched
2025-12-23,MEDCOM,Novela Estelar,8:00pm-10:30pm,"TU MANANA, TELEMETRO REPORTA ESTELAR",10,2,2,100,matched
2025-12-23,TVN,Noticiero Estelar,6:00pm-08:00pm,"TVN NOTICIAS, NUEVO RICO NUEVO POBRE",35,2,2,100,matched
2025-12-23,TVN,Novela Estelar,8:00pm-11:00pm,"LA NOVIA DE ESTAMBUL, NUEVO RICO NUEVO POBRE",35,2,2,100,matched
2025-12-23,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS,10,2,2,100,matched
2025-12-26,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,TELEMETRO REPORTA ESTELAR,35,2,2,100,matched
2025-12-26,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA MATUTIN, TELEMETRO REPORTA ESTELAR",10,2,2,100,matched
2025-12-26,MEDCOM,Novela Estelar,8:00pm-10:30pm,ALMA SALVAJE,35,2,2,100,matched
2025-12-26,MEDCOM,Novela Estelar,8:00pm-10:30pm,"ALMA SALVAJE, UNA VIDA PERFECTA",10,2,2,100,matched
2025-12-26,MEDCOM,Novela Vespertina,1:00pm-05:00pm,"LA ROSA DE GUADALUPE, MI PECADO",35,2,2,100,matched
2025-12-26,TVN,Noticiero Estelar,6:00pm-08:00pm,"TVN NOTICIAS A M, TVN NOTICIAS",35,2,2,100,matched
2025-12-26,TVN,Novela Estelar,8:00pm-11:00pm,"LA NOVIA DE ESTAMBUL, NUEVO RICO NUEVO POBRE",35,2,2,100,matched
2025-12-26,TVN,Novela Estelar,8:00pm-11:00pm,TVN NOTICIAS A M,10,2,2,100,matched
2025-12-27,MEDCOM,Noti. Fin de Semana,6:00pm-7:00pm,TELEMETRO REP.FIN DE SEMANA,10,2,2,100,matched
2025-12-27,TVN,Hecho en Panama,7:00pm-8:00pm,TVN NOTICIAS FIN DE SEMANA,10,2,2,100,matched
2025-12-27,TVN,Not. Fin de Semana,6:00pm-7:00pm,HECHO EN PANAMA,10,2,2,100,matched
2025-12-28,MEDCOM,Noti. Fin de Semana,6:00pm-7:00pm,TELEMETRO REP.FIN DE SEMANA,35,2,2,100,matched
2025-12-28,TVN,Not. Fin de Semana,6:00pm-7:00pm,TVN NOTICIAS FIN DE SEMANA,10,2,2,100,matched
2025-12-29,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"ALMA SALVAJE, TELEMETRO REPORTA MATUTIN",10,2,2,100,matched
2025-12-29,MEDCOM,Novela Estelar,8:00pm-10:30pm,TELEMETRO REPORTA ESTELAR,35,2,2,100,matched
2025-12-29,TVN,Noticiero Estelar,6:00pm-08:00pm,"TVN NOTICIAS A M, LA NOVIA DE ESTAMBUL",35,2,2,100,matched
2025-12-29,TVN,Novela Estelar,8:00pm-11:00pm,"TVN NOTICIAS A M, TVN NOTICIAS",35,2,2,100,matched
2025-12-29,TVN,Novela Estelar,8:00pm-11:00pm,JELOU,10,2,2,100,matched
2025-12-30,MEDCOM,Noticiero Estelar,6:00pm-08:00pm,"TELEMETRO REPORTA MATUTIN, TELEMETRO REPORTA ESTELAR",10,2,2,100,matched
2025-12-30,MEDCOM,Novela Estelar,8:00pm-10:30pm,"TELEMETRO REPORTA ESTELAR, ALMA SALVAJE",35,2,2,100,matched
2025-12-30,TVN,Noticiero Estelar,6:00pm-08:00pm,TVN NOTICIAS,35,2,2,100,matched
2025-12-30,TVN,Novela Estelar,8:00pm-11:00pm,"TVN NOTICIAS A M, LA NOVIA DE ESTAMBUL",35,2,2,100,matched
2025-12-30,TVN,Novela Estelar,8:00pm-11:00pm,"NUEVO RICO NUEVO POBRE, JELOU",10,2,2,100,matched
2025-12-02,MEDCOM,Noticiero Estelar,6:00am-08:00pm,"TU MANANA, TELEMETRO REPORTA MATUTIN",10,2,2,100,matched
2025-12-02,TVN,Noticiero Estelar,6:00pm-08:00pm,"TVN NOTICIAS, JELOU",35,2,2,100,matched
2025-12-02,TVN,Novela Estelar,8:00pm-10:30pm,"JELOU, TVN NOTICIAS A M",10,2,2,100,matched
2025-12-03,MEDCOM,Noticiero Estelar,6:00am-08:00pm,"TU MANANA, TELEMETRO REPORTA MATUTIN",10,2,2,100,matched
2025-12-03,MEDCOM,Noticiero Matutino,6:00am-08:00am,"ALMA SALVAJE, TU MANANA",35,2,2,100,matched
2025-12-03,TVN,Noticiero Estelar,6:00pm-08:00pm,"TVN NOTICIAS A M, CORAZON DE MADRE",35,2,2,100,matched
2025-12-03,TVN,Novela Estelar,8:00pm-10:30pm,"TVN NOTICIAS, TVN NOTICIAS A M",10,2,2,100,matched
