Date,Medio,Program,Original Title,Duration,Ordered Qty,Insertion,Confidence
2025-11-04,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-04,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-11-04,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-11-04,"MEDCOM","Noticiero Matutino","-",10,2,0,0
2025-11-04,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-11-04,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-11-04,"MEDCOM","Tarde  Vespertina","-",35,1,0,0
2025-11-04,"MEDCOM","Tarde Vespertina","-",10,1,0,0
2025-11-04,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-11-04,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-11-04,"TVN","Jelou","-",35,1,0,0
2025-11-04,"TVN","Jelou","-",10,2,0,0
2025-11-04,"TVN","Noticiero Estelar","-",35,2,0,0
2025-11-04,"TVN","Noticiero Estelar","-",10,2,0,0
2025-11-04,"TVN","Noticiero Matutino","-",35,2,0,0
2025-11-04,"TVN","Noticiero Matutino","-",10,1,0,0
2025-11-04,"TVN","Novela Estelar","-",35,3,0,0
2025-11-04,"TVN","Novela Estelar","-",10,2,0,0
2025-11-04,"TVN","Rot. Vespertina","-",10,1,0,0
2025-11-05,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-05,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-11-05,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-11-05,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-11-05,"MEDCOM","Novela Estelar","-",35,3,0,0
2025-11-05,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-11-05,"MEDCOM","Tarde  Vespertina","-",35,1,0,0
2025-11-05,"MEDCOM","Tarde Vespertina","-",10,2,0,0
2025-11-05,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-11-05,"MEDCOM","Tu Mañana","-",10,2,0,0
2025-11-05,"TVN","Jelou","-",35,2,0,0
2025-11-05,"TVN","Jelou","-",10,1,0,0
2025-11-05,"TVN","Noticiero Estelar","-",35,2,0,0
2025-11-05,"TVN","Noticiero Estelar","-",10,2,0,0
2025-11-05,"TVN","Noticiero Matutino","-",35,1,0,0
2025-11-05,"TVN","Noticiero Matutino","-",10,1,0,0
2025-11-05,"TVN","Novela Estelar","-",35,3,0,0
2025-11-05,"TVN","Novela Estelar","-",10,2,0,0
2025-11-05,"TVN","Rot. Vespertina","-",10,2,0,0
2025-12-10,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-10,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-10,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-10,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-12-11,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-11,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-11,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-11,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-11,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-11,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-12-11,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-11,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-11,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-11,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-11,"TVN","Jelou","-",10,1,0,0
2025-12-11,"TVN","Rot. Vespertina","-",10,1,0,0
2025-12-12,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-12-12,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-12-12,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-12,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-12,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-12,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-12,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-12,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-12,"TVN","Jelou","-",10,1,0,0
2025-12-12,"TVN","Rot. Vespertina","-",10,1,0,0
2025-12-15,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-15,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-15,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-15,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-15,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-15,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-12-15,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-15,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-15,"TVN","Jelou","-",35,1,0,0
2025-12-15,"TVN","Rot. Vespertina","-",10,1,0,0
2025-12-16,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-16,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-16,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-16,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-16,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-12-16,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-16,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-16,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-16,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-16,"TVN","Jelou","-",10,1,0,0
2025-12-16,"TVN","Rot. Vespertina","-",10,1,0,0
2025-12-17,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-17,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-17,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-17,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-17,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-17,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-12-17,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-17,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-17,"TVN","Jelou","-",10,1,0,0
2025-12-17,"TVN","Rot. Vespertina","-",10,1,0,0
2025-12-18,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-18,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-18,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-18,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-18,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-18,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-12-18,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-18,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-18,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-18,"TVN","Jelou","-",35,1,0,0
2025-12-18,"TVN","Rot. Vespertina","-",10,1,0,0
2025-12-19,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-19,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-19,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-19,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-19,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-19,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-12-19,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-19,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-19,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-19,"TVN","Jelou","-",10,1,0,0
2025-12-19,"TVN","Rot. Vespertina","-",10,1,0,0
2025-12-20,"MEDCOM","A lo Panameño","-",35,1,0,0
2025-12-20,"MEDCOM","A lo Panameño","-",10,1,0,0
2025-12-20,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-12-20,"MEDCOM","Noti. Fin de Semana","-",10,1,0,0
2025-12-20,"TVN","Hecho en Panama","-",35,1,0,0
2025-12-20,"TVN","Hecho en Panama","-",10,2,0,0
2025-12-20,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-12-20,"TVN","Not. Fin de Semana","-",10,3,0,0
2025-12-21,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-12-21,"MEDCOM","Noti. Fin de Semana","-",10,1,0,0
2025-12-21,"MEDCOM","Peliculas","-",10,1,0,0
2025-12-21,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-12-21,"TVN","Not. Fin de Semana","-",10,3,0,0
2025-12-21,"TVN","Peliculas","-",35,2,0,0
2025-12-22,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-22,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-22,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-22,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-22,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-22,"MEDCOM","Novela Estelar","-",10,3,0,0
2025-12-22,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-22,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-22,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-22,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-22,"TVN","Jelou","-",10,1,0,0
2025-12-22,"TVN","Rot. Vespertina","-",10,1,0,0
2025-12-23,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-12-23,"MEDCOM","Noticiero Estelar","-",10,3,0,0
2025-12-23,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-12-23,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-12-23,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-12-23,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-12-23,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-12-23,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-12-23,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-12-23,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-12-23,"TVN","Jelou","-",10,1,0,0
2025-12-23,"TVN","Rot. Vespertina","-",10,1,0,0
2025-10-01,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-10-01,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-10-01,"MEDCOM","Novela Vespertina","-",35,2,0,0
2025-10-01,"TVN","Fam. de la Tarde","-",35,2,0,0
2025-10-01,"TVN","Noticiero Estelar","-",35,2,0,0
2025-10-01,"TVN","Novela Estelar","-",35,2,0,0
2025-10-02,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-10-02,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-10-02,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-10-02,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-10-02,"TVN","Jelou","-",35,1,0,0
2025-10-02,"TVN","Noticiero Estelar","-",35,2,0,0
2025-10-02,"TVN","Novela Estelar","-",35,2,0,0
2025-10-03,"MEDCOM","Loteria","-",35,1,0,0
2025-10-03,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-10-03,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-03,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-10-03,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-10-03,"TVN","Loteria","-",35,1,0,0
2025-10-03,"TVN","Noticiero Estelar","-",35,2,0,0
2025-10-03,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-03,"TVN","Novela Estelar","-",35,2,0,0
2025-10-04,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-10-04,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-10-05,"MEDCOM","Loteria","-",35,1,0,0
2025-10-05,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-10-05,"TVN","Loteria","-",35,1,0,0
2025-10-05,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-10-06,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-10-06,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-06,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-10-06,"TVN","Noticiero Estelar","-",35,2,0,0
2025-10-06,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-06,"TVN","Novela Estelar","-",35,2,0,0
2025-10-07,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-10-07,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-10-07,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-10-07,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-10-07,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-10-07,"TVN","Jelou","-",35,1,0,0
2025-10-07,"TVN","Noticiero Estelar","-",35,2,0,0
2025-10-07,"TVN","Novela Estelar","-",35,2,0,0
2025-10-08,"MEDCOM","Loteria","-",35,1,0,0
2025-10-08,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-10-08,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-10-08,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-10-08,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-10-08,"TVN","Jelou","-",35,1,0,0
2025-10-08,"TVN","Noticiero Estelar","-",35,2,0,0
2025-10-08,"TVN","Novela Estelar","-",35,2,0,0
2025-10-09,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-10-09,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-09,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-10-09,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-10-09,"TVN","Noticiero Estelar","-",35,2,0,0
2025-10-09,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-09,"TVN","Novela Estelar","-",35,2,0,0
2025-10-10,"MEDCOM","Noticiero Estelar","-",35,2,0,0
2025-10-10,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-10,"MEDCOM","Novela Estelar","-",35,2,0,0
2025-10-10,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-10-10,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-10-10,"TVN","Noticiero Estelar","-",35,2,0,0
2025-10-10,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-10,"TVN","Novela Estelar","-",35,2,0,0
2025-10-11,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-10-11,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-10-12,"MEDCOM","Loteria","-",10,1,0,0
2025-10-12,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-10-12,"TVN","Loteria","-",35,1,0,0
2025-10-12,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-10-13,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-13,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-13,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-10-13,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-10-13,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-13,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-13,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-13,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-13,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-13,"TVN","Noticiero Matutino","-",10,1,0,0
2025-10-13,"TVN","Novela Estelar","-",35,1,0,0
2025-10-13,"TVN","Novela Estelar","-",10,2,0,0
2025-10-14,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-10-14,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-14,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-14,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-10-14,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-14,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-10-14,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-10-14,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-14,"TVN","Jelou","-",10,1,0,0
2025-10-14,"TVN","Noticiero Estelar","-",35,1,0,0
2025-10-14,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-14,"TVN","Novela Estelar","-",10,2,0,0
2025-10-15,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-15,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-10-15,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-15,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-15,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-10-15,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-10-15,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-15,"TVN","Jelou","-",35,1,0,0
2025-10-15,"TVN","Jelou","-",10,1,0,0
2025-10-15,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-15,"TVN","Novela Estelar","-",35,1,0,0
2025-10-15,"TVN","Novela Estelar","-",10,2,0,0
2025-10-16,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-10-16,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-16,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-10-16,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-16,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-10-16,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-16,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-10-16,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-16,"TVN","Noticiero Estelar","-",35,1,0,0
2025-10-16,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-16,"TVN","Noticiero Matutino","-",10,1,0,0
2025-10-16,"TVN","Novela Estelar","-",10,2,0,0
2025-10-17,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-17,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-17,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-10-17,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-17,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-17,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-10-17,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-17,"TVN","Jelou","-",10,1,0,0
2025-10-17,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-17,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-17,"TVN","Novela Estelar","-",35,1,0,0
2025-10-17,"TVN","Novela Estelar","-",10,2,0,0
2025-10-18,"MEDCOM","Noti. Fin de Semana","-",10,1,0,0
2025-10-18,"TVN","Not. Fin de Semana","-",10,1,0,0
2025-10-19,"MEDCOM","Loteria","-",35,1,0,0
2025-10-19,"TVN","Loteria","-",35,1,0,0
2025-10-19,"TVN","Loteria","-",10,1,0,0
2025-10-20,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-10-20,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-20,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-10-20,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-10-20,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-20,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-20,"TVN","Noticiero Estelar","-",35,1,0,0
2025-10-20,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-20,"TVN","Noticiero Matutino","-",10,1,0,0
2025-10-20,"TVN","Novela Estelar","-",10,1,0,0
2025-10-21,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-10-21,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-21,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-10-21,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-10-21,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-10-21,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-21,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-21,"TVN","Noticiero Estelar","-",10,1,0,0
2025-10-21,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-21,"TVN","Noticiero Matutino","-",10,1,0,0
2025-10-21,"TVN","Novela Estelar","-",35,1,0,0
2025-10-21,"TVN","Novela Estelar","-",10,1,0,0
2025-10-22,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-10-22,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-10-22,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-22,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-10-22,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-10-22,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-10-22,"TVN","Jelou","-",10,1,0,0
2025-10-22,"TVN","Noticiero Estelar","-",35,1,0,0
2025-10-22,"TVN","Noticiero Estelar","-",10,1,0,0
2025-10-22,"TVN","Novela Estelar","-",10,2,0,0
2025-10-23,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-23,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-23,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-10-23,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-10-23,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-23,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-23,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-23,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-23,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-23,"TVN","Noticiero Matutino","-",10,1,0,0
2025-10-23,"TVN","Novela Estelar","-",35,1,0,0
2025-10-23,"TVN","Novela Estelar","-",10,2,0,0
2025-10-24,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-10-24,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-24,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-24,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-10-24,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-10-24,"TVN","Jelou","-",35,1,0,0
2025-10-24,"TVN","Jelou","-",10,1,0,0
2025-10-24,"TVN","Noticiero Estelar","-",35,1,0,0
2025-10-24,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-24,"TVN","Novela Estelar","-",10,2,0,0
2025-10-25,"MEDCOM","Noti. Fin de Semana","-",10,1,0,0
2025-10-25,"TVN","Not. Fin de Semana","-",10,1,0,0
2025-10-26,"MEDCOM","Loteria","-",35,1,0,0
2025-10-26,"MEDCOM","Noti. Fin de Semana","-",35,1,0,0
2025-10-26,"TVN","Loteria","-",35,1,0,0
2025-10-26,"TVN","Not. Fin de Semana","-",35,1,0,0
2025-10-27,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-27,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-10-27,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-10-27,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-27,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-27,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-27,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-27,"TVN","Noticiero Matutino","-",10,1,0,0
2025-10-27,"TVN","Novela Estelar","-",35,1,0,0
2025-10-27,"TVN","Novela Estelar","-",10,2,0,0
2025-10-28,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-10-28,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-10-28,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-28,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-10-28,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-28,"TVN","Noticiero Estelar","-",35,1,0,0
2025-10-28,"TVN","Noticiero Estelar","-",10,1,0,0
2025-10-28,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-28,"TVN","Noticiero Matutino","-",10,1,0,0
2025-10-28,"TVN","Novela Estelar","-",10,2,0,0
2025-10-29,"MEDCOM","Loteria","-",35,1,0,0
2025-10-29,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-29,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-10-29,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-10-29,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-29,"MEDCOM","Tu Mañana","-",10,1,0,0
2025-10-29,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-29,"TVN","Jelou","-",10,1,0,0
2025-10-29,"TVN","Loteria","-",35,1,0,0
2025-10-29,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-29,"TVN","Novela Estelar","-",35,1,0,0
2025-10-29,"TVN","Novela Estelar","-",10,1,0,0
2025-10-30,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-10-30,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-30,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-10-30,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-10-30,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-30,"MEDCOM","Novela Vespertina","-",10,1,0,0
2025-10-30,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-10-30,"TVN","Noticiero Estelar","-",35,1,0,0
2025-10-30,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-30,"TVN","Noticiero Matutino","-",35,1,0,0
2025-10-30,"TVN","Noticiero Matutino","-",10,1,0,0
2025-10-30,"TVN","Novela Estelar","-",10,2,0,0
2025-10-31,"MEDCOM","Noticiero Estelar","-",10,2,0,0
2025-10-31,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-10-31,"MEDCOM","Novela Estelar","-",10,2,0,0
2025-10-31,"MEDCOM","Novela Vespertina","-",35,1,0,0
2025-10-31,"TVN","Fam. de la Tarde","-",35,1,0,0
2025-10-31,"TVN","Noticiero Estelar","-",10,2,0,0
2025-10-31,"TVN","Novela Estelar","-",35,1,0,0
2025-10-31,"TVN","Novela Estelar","-",10,2,0,0
2025-11-05,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-05,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-05,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-05,"MEDCOM","Tu Mañana","-",35,1,0,0
2025-11-05,"TVN","Jelou","-",35,1,0,0
2025-11-05,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-05,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-05,"TVN","Novela Estelar","-",10,1,0,0
2025-11-06,"MEDCOM","Noticiero Estelar","-",35,1,0,0
2025-11-06,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-06,"MEDCOM","Noticiero Matutino","-",10,1,0,0
2025-11-06,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-06,"TVN","Noticiero Estelar","-",35,1,0,0
2025-11-06,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-06,"TVN","Noticiero Matutino","-",10,1,0,0
2025-11-06,"TVN","Novela Estelar","-",10,1,0,0
2025-11-07,"MEDCOM","Noticiero Estelar","-",10,1,0,0
2025-11-07,"MEDCOM","Noticiero Matutino","-",35,1,0,0
2025-11-07,"MEDCOM","Novela Estelar","-",35,1,0,0
2025-11-07,"MEDCOM","Novela Estelar","-",10,1,0,0
2025-11-07,"TVN","Fam. de la Tarde","-",10,1,0,0
2025-11-07,"TVN","Noticiero Estelar","-",10,1,0,0
2025-11-07,"TVN","Noticiero Matutino","-",35,1,0,0
